demographic_category,demographic_value,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,booster_recip_count,cumulative_booster_recip_count
Gender,Male,2020-12-07,44,2549,23,1550,14,770,7,229,1,56,7,1066,44,1695,0,0
Gender,Unknown/undifferentiated,2020-12-07,2,7,0,2,0,1,2,4,0,0,2,2,2,5,0,0
Gender,Male,2020-12-08,47,2596,26,1576,5,775,16,245,2,58,18,1084,45,1740,0,0
Gender,Unknown/undifferentiated,2020-12-08,1,8,1,3,0,1,0,4,0,0,0,2,0,5,0,0
Gender,Female,2020-12-08,65,2513,34,1515,13,818,18,180,1,40,18,911,66,1772,0,0
Gender,Male,2020-12-09,21,2617,14,1590,3,778,4,249,1,59,5,1089,20,1760,0,0
Gender,Female,2020-12-09,30,2543,19,1534,5,823,6,186,0,40,8,919,28,1800,0,0
Gender,Female,2020-12-10,37,2580,18,1552,8,831,11,197,1,41,11,930,37,1837,0,0
Gender,Male,2020-12-10,36,2653,12,1602,5,783,19,268,0,59,22,1111,35,1795,0,0
Gender,Unknown/undifferentiated,2020-12-10,3,11,1,4,0,1,2,6,0,0,1,3,2,7,0,0
Gender,Male,2020-12-11,49,2702,23,1625,6,789,20,288,3,62,21,1132,48,1843,0,0
Gender,Female,2020-12-11,42,2622,15,1567,12,843,15,212,0,41,16,946,41,1878,0,0
Gender,Female,2020-12-12,61,2683,49,1616,11,854,1,213,1,42,2,948,60,1938,0,0
Gender,Male,2020-12-12,25,2727,13,1638,9,798,3,291,3,65,3,1135,25,1868,0,0
Gender,Male,2020-12-13,18,2745,16,1654,1,799,1,292,2,67,1,1136,18,1886,0,0
Gender,Female,2020-12-13,42,2725,25,1641,17,871,0,213,2,44,0,948,42,1980,0,0
Gender,Female,2020-12-14,67,2792,36,1677,17,888,12,225,3,47,13,961,64,2044,0,0
Gender,Male,2020-12-14,53,2798,29,1683,14,813,9,301,4,71,11,1147,50,1936,0,0
Gender,Unknown/undifferentiated,2020-12-14,2,13,2,6,0,1,0,6,1,1,0,3,2,9,0,0
Gender,Male,2020-12-15,673,3471,630,2313,21,834,19,320,10,81,23,1170,664,2600,0,0
Gender,Female,2020-12-15,754,3546,707,2384,32,920,13,238,16,63,17,978,748,2792,0,0
Gender,Unknown/undifferentiated,2020-12-15,9,22,9,15,0,1,0,6,2,3,0,3,8,17,0,0
Gender,Male,2020-12-16,4306,7777,4274,6587,13,847,14,334,82,163,19,1189,4278,6878,0,0
Gender,Unknown/undifferentiated,2020-12-16,43,65,43,58,0,1,0,6,3,6,0,3,43,60,0,0
Gender,Female,2020-12-16,5451,8997,5423,7807,18,938,7,245,78,141,11,989,5412,8204,0,0
Gender,Unknown/undifferentiated,2020-12-17,98,163,97,155,0,1,1,7,30,36,1,4,96,156,0,0
Gender,Female,2020-12-17,17005,26002,16957,24764,18,956,19,264,288,429,24,1013,16925,25129,0,0
Gender,Male,2020-12-17,12695,20472,12654,19241,18,865,15,349,250,413,19,1208,12631,19509,0,0
Gender,Female,2020-12-18,29368,55370,29305,54069,53,1009,2,266,400,829,25,1038,29260,54389,0,0
Gender,Male,2020-12-18,20106,40578,20066,39307,33,898,1,350,323,736,12,1220,20008,39517,0,0
Gender,Unknown/undifferentiated,2020-12-18,481,644,480,635,1,2,0,7,377,413,0,4,477,633,0,0
Gender,Female,2020-12-19,16792,72162,16766,70835,23,1032,0,266,264,1093,20,1058,16737,71126,0,0
Gender,Unknown/undifferentiated,2020-12-19,84,728,84,719,0,2,0,7,31,444,0,4,85,718,0,0
Gender,Male,2020-12-19,10433,51011,10415,49722,15,913,0,350,199,935,9,1229,10403,49920,0,0
Gender,Female,2020-12-20,13235,85397,13163,83998,64,1096,1,267,177,1270,14,1072,13190,84316,0,0
Gender,Male,2020-12-20,7167,58178,7101,56823,61,974,1,351,125,1060,5,1234,7150,57070,0,0
Gender,Unknown/undifferentiated,2020-12-20,65,793,65,784,0,2,0,7,19,463,0,4,62,780,0,0
Gender,Male,2020-12-21,19248,77426,19181,76004,53,1027,0,351,354,1414,31,1265,19124,76194,0,0
Gender,Unknown/undifferentiated,2020-12-21,183,976,183,967,0,2,0,7,30,493,0,4,179,959,0,0
Gender,Female,2020-12-21,33953,119350,33844,117842,99,1195,0,267,500,1770,54,1126,33770,118086,0,0
Gender,Female,2020-12-22,34969,154319,33272,151114,1689,2884,1,268,431,2201,41,1167,34778,152864,0,0
Gender,Unknown/undifferentiated,2020-12-22,132,1108,121,1088,11,13,0,7,20,513,0,4,131,1090,0,0
Gender,Male,2020-12-22,18972,96398,18067,94071,900,1927,1,352,331,1745,15,1280,18861,95055,0,0
Gender,Unknown/undifferentiated,2020-12-23,142,1250,116,1204,26,39,0,7,34,547,0,4,140,1230,0,0
Gender,Male,2020-12-23,19220,115618,15585,109656,3627,5554,3,355,230,1975,25,1305,19110,114165,0,0
Gender,Female,2020-12-23,35133,189452,28925,180039,6195,9079,3,271,395,2596,29,1196,34948,187812,0,0
Gender,Female,2020-12-24,15419,204871,10965,191004,4446,13525,1,272,185,2781,11,1207,15365,203177,0,0
Gender,Unknown/undifferentiated,2020-12-24,60,1310,46,1250,14,53,0,7,12,559,0,4,60,1290,0,0
Gender,Male,2020-12-24,10240,125858,6319,115975,3915,9469,2,357,230,2205,4,1309,10187,124352,0,0
Gender,Male,2020-12-25,843,126701,729,116704,112,9581,0,357,29,2234,0,1309,838,125190,0,0
Gender,Unknown/undifferentiated,2020-12-25,8,1318,7,1257,1,54,0,7,0,559,0,4,8,1298,0,0
Gender,Female,2020-12-25,1665,206536,1417,192421,246,13771,0,272,29,2810,0,1207,1646,204823,0,0
Gender,Female,2020-12-26,10142,216678,6654,199075,3478,17249,1,273,101,2911,5,1212,10102,214925,0,0
Gender,Male,2020-12-26,5542,132243,3302,120006,2235,11816,0,357,117,2351,3,1312,5513,130703,0,0
Gender,Unknown/undifferentiated,2020-12-26,39,1357,26,1283,13,67,0,7,12,571,0,4,39,1337,0,0
Gender,Unknown/undifferentiated,2020-12-27,33,1390,12,1295,21,88,0,7,4,575,0,4,33,1370,0,0
Gender,Female,2020-12-27,6302,222980,3916,202991,2378,19627,1,274,76,2987,4,1216,6255,221180,0,0
Gender,Male,2020-12-27,3801,136044,1963,121969,1833,13649,0,357,99,2450,3,1315,3773,134476,0,0
Gender,Female,2020-12-28,31585,254565,20979,223970,10581,30208,3,277,491,3478,32,1248,31356,252536,0,0
Gender,Male,2020-12-28,17939,153983,10457,132426,7473,21122,3,360,412,2862,22,1337,17831,152307,0,0
Gender,Unknown/undifferentiated,2020-12-28,75,1465,44,1339,31,119,0,7,18,593,0,4,74,1444,0,0
Gender,Unknown/undifferentiated,2020-12-29,126,1591,63,1402,63,182,0,7,22,615,0,4,136,1580,0,0
Gender,Female,2020-12-29,36191,290756,20527,244497,15646,45854,0,277,755,4233,23,1271,35959,288495,0,0
Gender,Male,2020-12-29,19780,173763,10834,143260,8932,30054,1,361,569,3431,16,1353,19652,171959,0,0
Gender,Unknown/undifferentiated,2020-12-30,147,1738,75,1477,72,254,0,7,25,640,0,4,149,1729,0,0
Gender,Male,2020-12-30,23670,197433,12668,155928,10994,41048,1,362,661,4092,23,1376,23544,195503,0,0
Gender,Female,2020-12-30,44219,334975,25609,270106,18587,64441,1,278,946,5179,42,1313,43983,332478,0,0
Gender,Female,2020-12-31,20373,355348,7510,277616,12853,77294,1,279,505,5684,31,1344,20248,352726,0,0
Gender,Unknown/undifferentiated,2020-12-31,63,1801,14,1491,49,303,0,7,17,657,0,4,64,1793,0,0
Gender,Male,2020-12-31,11525,208958,4366,160294,7153,48201,1,363,375,4467,22,1398,11453,206956,0,0
Gender,Unknown/undifferentiated,2021-01-01,14,1815,8,1499,6,309,0,7,4,661,0,4,17,1810,0,0
Gender,Female,2021-01-01,3865,359213,1768,279384,1958,79252,62,341,278,5962,100,1444,3704,356430,0,0
Gender,Male,2021-01-01,3006,211964,1336,161630,1512,49713,79,442,240,4707,102,1500,2894,209850,0,0
Gender,Female,2021-01-02,12980,372193,7167,286551,5807,85059,2,343,285,6247,83,1527,12858,369288,0,0
Gender,Male,2021-01-02,6615,218579,3717,165347,2888,52601,4,446,207,4914,46,1546,6548,216398,0,0
Gender,Unknown/undifferentiated,2021-01-02,11,1826,7,1506,4,313,0,7,3,664,0,4,11,1821,0,0
Gender,Male,2021-01-03,2665,221244,1421,166768,1231,53832,9,455,92,5006,26,1572,2618,219016,0,0
Gender,Unknown/undifferentiated,2021-01-03,9,1835,3,1509,6,319,0,7,0,664,1,5,6,1827,0,0
Gender,Female,2021-01-03,4291,376484,2502,289053,1770,86829,4,347,150,6397,31,1558,4225,373513,0,0
Gender,Unknown/undifferentiated,2021-01-04,138,1973,50,1559,88,407,0,7,11,675,13,18,122,1949,0,0
Gender,Female,2021-01-04,31262,407746,17044,306097,14180,101009,9,356,780,7177,1603,3161,29470,402983,0,0
Gender,Male,2021-01-04,18388,239632,9285,176053,9076,62908,8,463,569,5575,1348,2920,16941,235957,0,0
Gender,Female,2021-01-05,37940,445686,20694,326791,17205,118214,7,363,921,8098,3448,6609,34222,437205,0,0
Gender,Unknown/undifferentiated,2021-01-05,174,2147,74,1633,100,507,0,7,33,708,21,39,154,2103,0,0
Gender,Male,2021-01-05,22883,262515,11560,187613,11300,74208,5,468,644,6219,2713,5633,20016,255973,0,0
Gender,Female,2021-01-06,49005,494691,27099,353890,21868,140082,2,365,1370,9468,9744,16353,38879,476084,0,0
Gender,Male,2021-01-06,30205,292720,16735,204348,13447,87655,4,472,969,7188,7622,13255,22366,278339,0,0
Gender,Unknown/undifferentiated,2021-01-06,228,2375,96,1729,132,639,0,7,40,748,46,85,178,2281,0,0
Gender,Female,2021-01-07,61665,556356,35050,388940,26567,166649,5,370,1766,11234,20135,36488,41097,517181,0,0
Gender,Unknown/undifferentiated,2021-01-07,362,2737,152,1881,210,849,0,7,113,861,74,159,283,2564,0,0
Gender,Male,2021-01-07,38699,331419,22573,226921,16104,103759,6,478,1395,8583,14328,27583,24107,302446,0,0
Gender,Unknown/undifferentiated,2021-01-08,366,3103,136,2017,230,1079,0,7,70,931,96,255,274,2838,0,0
Gender,Female,2021-01-08,74193,630549,43913,432853,30243,196892,3,373,1918,13152,27915,64403,45897,563078,0,0
Gender,Male,2021-01-08,41661,373080,25820,252741,15805,119564,9,487,1307,9890,17754,45337,23726,326172,0,0
Gender,Female,2021-01-09,31032,661581,17460,450313,13556,210448,4,377,614,13766,11167,75570,19762,582840,0,0
Gender,Unknown/undifferentiated,2021-01-09,134,3237,75,2092,59,1138,0,7,38,969,41,296,93,2931,0,0
Gender,Male,2021-01-09,16435,389515,9699,262440,6727,126291,5,492,394,10284,6557,51894,9836,336008,0,0
Gender,Male,2021-01-10,9092,398607,5631,268071,3440,129731,5,497,147,10431,4250,56144,4780,340788,0,0
Gender,Unknown/undifferentiated,2021-01-10,49,3286,30,2122,18,1156,0,7,4,973,22,318,26,2957,0,0
Gender,Female,2021-01-10,16562,678143,10055,460368,6486,216934,6,383,197,13963,7585,83155,8905,591745,0,0
Gender,Male,2021-01-11,39999,438606,26409,294480,13560,143291,7,504,1007,11438,16801,72945,22956,363744,0,0
Gender,Female,2021-01-11,71490,749633,47401,507769,24058,240992,3,386,1545,15508,29648,112803,41462,633207,0,0
Gender,Unknown/undifferentiated,2021-01-11,329,3615,214,2336,115,1271,0,7,73,1046,141,459,182,3139,0,0
Gender,Male,2021-01-12,44527,483133,26112,320592,18389,161680,9,513,1166,12604,15828,88773,28450,392194,0,0
Gender,Unknown/undifferentiated,2021-01-12,348,3963,137,2473,211,1482,0,7,107,1153,99,558,244,3383,0,0
Gender,Female,2021-01-12,77496,827129,46148,553917,31312,272304,3,389,1818,17326,28397,141200,48625,681832,0,0
Gender,Unknown/undifferentiated,2021-01-13,383,4346,114,2587,269,1751,0,7,136,1289,71,629,293,3676,0,0
Gender,Male,2021-01-13,45542,528675,23117,343709,22407,184087,3,516,1285,13889,12670,101443,32634,424828,0,0
Gender,Female,2021-01-13,81778,908907,43129,597046,38619,310923,3,392,1993,19319,23688,164888,57683,739515,0,0
Gender,Unknown/undifferentiated,2021-01-14,344,4690,79,2666,265,2016,0,7,94,1383,28,657,307,3983,0,0
Gender,Male,2021-01-14,49149,577824,18944,362653,30186,214273,2,518,1513,15402,7195,108638,41636,466464,0,0
Gender,Female,2021-01-14,83274,992181,34314,631360,48921,359844,7,399,2090,21409,13473,178361,69317,808832,0,0
Gender,Female,2021-01-15,96408,1088589,35627,666987,60729,420573,8,407,2447,23856,10828,189189,85149,893981,0,0
Gender,Unknown/undifferentiated,2021-01-15,370,5060,112,2778,258,2274,0,7,88,1471,32,689,334,4317,0,0
Gender,Male,2021-01-15,54486,632310,19099,381752,35359,249632,7,525,1550,16952,5163,113801,48998,515462,0,0
Gender,Male,2021-01-16,32147,664457,10173,391925,21955,271587,5,530,819,17771,2612,116413,29430,544892,0,0
Gender,Female,2021-01-16,53933,1142522,18431,685418,35482,456055,4,411,1264,25120,5465,194654,48243,942224,0,0
Gender,Unknown/undifferentiated,2021-01-16,297,5357,55,2833,242,2516,0,7,144,1615,14,703,264,4581,0,0
Gender,Unknown/undifferentiated,2021-01-17,141,5498,16,2849,125,2641,0,7,35,1650,9,712,122,4703,0,0
Gender,Female,2021-01-17,30272,1172794,11154,696572,19111,475166,1,412,943,26063,2698,197352,27446,969670,0,0
Gender,Male,2021-01-17,19818,684275,6323,398248,13487,285074,1,531,580,18351,1296,117709,18438,563330,0,0
Gender,Female,2021-01-18,56579,1229373,30953,727525,25593,500759,7,419,1254,27317,13519,210871,42694,1012364,0,0
Gender,Male,2021-01-18,35159,719434,16983,415231,18155,303229,1,532,861,19212,6712,124421,28230,591560,0,0
Gender,Unknown/undifferentiated,2021-01-18,162,5660,57,2906,104,2745,0,7,56,1706,20,732,133,4836,0,0
Gender,Unknown/undifferentiated,2021-01-19,360,6020,85,2991,275,3020,0,7,113,1819,49,781,270,5106,0,0
Gender,Male,2021-01-19,61930,781364,29347,444578,32556,335785,4,536,1600,20812,12473,136894,49108,640668,0,0
Gender,Female,2021-01-19,89535,1318908,48567,776092,40920,541679,4,423,2072,29389,21506,232377,67535,1079899,0,0
Gender,Unknown/undifferentiated,2021-01-20,355,6375,99,3090,256,3276,0,7,122,1941,63,844,276,5382,0,0
Gender,Female,2021-01-20,102022,1420930,54527,830619,47455,589134,4,427,2040,31429,23963,256340,77492,1157391,0,0
Gender,Male,2021-01-20,70185,851549,33302,477880,36849,372634,6,542,1548,22360,12233,149127,57630,698298,0,0
Gender,Female,2021-01-21,108435,1529365,49250,879869,59133,648267,8,435,2491,33920,13245,269585,94414,1251805,0,0
Gender,Unknown/undifferentiated,2021-01-21,477,6852,112,3202,364,3640,0,7,249,2190,42,886,427,5809,0,0
Gender,Male,2021-01-21,77582,929131,33557,511437,43997,416631,7,549,2137,24497,7809,156936,69292,767590,0,0
Gender,Unknown/undifferentiated,2021-01-22,371,7223,67,3269,304,3944,0,7,112,2302,37,923,333,6142,0,0
Gender,Female,2021-01-22,106671,1636036,43620,923489,63020,711287,2,437,2390,36310,10137,279722,95909,1347714,0,0
Gender,Male,2021-01-22,73162,1002293,28636,540073,44493,461124,3,552,1784,26281,5331,162267,67451,835041,0,0
Gender,Unknown/undifferentiated,2021-01-23,253,7476,18,3287,235,4179,0,7,79,2381,10,933,243,6385,0,0
Gender,Male,2021-01-23,47900,1050193,20082,560155,27788,488912,2,554,1255,27536,4316,166583,43412,878453,0,0
Gender,Female,2021-01-23,69366,1705402,30820,954309,38519,749806,4,441,1713,38023,8636,288358,60441,1408155,0,0
Gender,Unknown/undifferentiated,2021-01-24,99,7575,38,3325,61,4240,0,7,39,2420,13,946,93,6478,0,0
Gender,Female,2021-01-24,37146,1742548,18100,972409,19030,768836,2,443,992,39015,3109,291467,33819,1441974,0,0
Gender,Male,2021-01-24,26489,1076682,12162,572317,14318,503230,0,554,685,28221,1786,168369,24564,903017,0,0
Gender,Female,2021-01-25,89680,1832228,41347,1013756,48286,817122,2,445,2005,41020,23884,315351,65246,1507220,0,0
Gender,Unknown/undifferentiated,2021-01-25,450,8025,157,3482,293,4533,0,7,129,2549,55,1001,373,6851,0,0
Gender,Male,2021-01-25,65000,1141682,28005,600322,36949,540179,8,562,1653,29874,13835,182204,50833,953850,0,0
Gender,Unknown/undifferentiated,2021-01-26,425,8450,261,3743,164,4697,0,7,133,2682,84,1085,332,7183,0,0
Gender,Female,2021-01-26,104706,1936934,52529,1066285,52131,869253,5,450,2319,43339,26025,341376,78086,1585306,0,0
Gender,Male,2021-01-26,75854,1217536,36014,636336,39804,579983,6,568,1700,31574,14708,196912,60790,1014640,0,0
Gender,Unknown/undifferentiated,2021-01-27,423,8873,193,3936,230,4927,0,7,93,2775,63,1148,351,7534,0,0
Gender,Male,2021-01-27,81065,1298601,37503,673839,43527,623510,4,572,1833,33407,15227,212139,65364,1080004,0,0
Gender,Female,2021-01-27,112981,2049915,55826,1122111,57112,926365,1,451,2324,45663,26908,368284,85377,1670683,0,0
Gender,Unknown/undifferentiated,2021-01-28,528,9401,225,4161,302,5229,0,7,136,2911,74,1222,452,7986,0,0
Gender,Female,2021-01-28,116076,2165991,54531,1176642,61486,987851,5,456,2379,48042,23390,391674,91886,1762569,0,0
Gender,Male,2021-01-28,84141,1382742,37984,711823,46118,669628,3,575,1924,35331,13342,225481,70343,1150347,0,0
Gender,Male,2021-01-29,78858,1461600,36556,748379,42264,711892,6,581,1977,37308,12072,237553,66231,1216578,0,0
Gender,Female,2021-01-29,116591,2282582,57288,1233930,59237,1047088,4,460,2540,50582,24875,416549,90760,1853329,0,0
Gender,Unknown/undifferentiated,2021-01-29,389,9790,145,4306,244,5473,0,7,103,3014,40,1262,337,8323,0,0
Gender,Female,2021-01-30,77126,2359708,34868,1268798,42239,1089327,1,461,1793,52375,10712,427261,66069,1919398,0,0
Gender,Unknown/undifferentiated,2021-01-30,314,10104,60,4366,254,5727,0,7,63,3077,21,1283,254,8577,0,0
Gender,Male,2021-01-30,55259,1516859,24199,772578,31035,742927,3,584,1239,38547,5528,243081,49535,1266113,0,0
Gender,Unknown/undifferentiated,2021-01-31,185,10289,47,4413,138,5865,0,7,25,3102,16,1299,132,8709,0,0
Gender,Male,2021-01-31,31868,1548727,17740,790318,14111,757038,1,585,1055,39602,1858,244939,29838,1295951,0,0
Gender,Female,2021-01-31,43210,2402918,24619,1293417,18570,1107897,3,464,1417,53792,3262,430523,39689,1959087,0,0
Gender,Female,2021-02-01,101119,2504037,48472,1341889,52483,1160380,53,517,2594,56386,27884,458407,72579,2031666,0,0
Gender,Male,2021-02-01,73363,1622090,32528,822846,40677,797715,62,647,2102,41704,16011,260950,56913,1352864,0,0
Gender,Unknown/undifferentiated,2021-02-01,296,10585,82,4495,214,6079,0,7,37,3139,100,1399,179,8888,0,0
Gender,Unknown/undifferentiated,2021-02-02,635,11220,101,4596,534,6613,0,7,285,3424,88,1487,524,9412,0,0
Gender,Female,2021-02-02,113882,2617919,49170,1391059,64632,1225012,9,526,3005,59391,29547,487954,83700,2115366,0,0
Gender,Male,2021-02-02,85033,1707123,33877,856723,51099,848814,9,656,2427,44131,18244,279194,66338,1419202,0,0
Gender,Male,2021-02-03,94790,1801913,40420,897143,54317,903131,5,661,2605,46736,21357,300551,72855,1492057,0,0
Gender,Unknown/undifferentiated,2021-02-03,420,11640,67,4663,353,6966,0,7,87,3511,83,1570,353,9765,0,0
Gender,Female,2021-02-03,130401,2748320,59632,1450691,70683,1295695,7,533,3531,62922,36379,524333,93170,2208536,0,0
Gender,Unknown/undifferentiated,2021-02-04,545,12185,100,4763,445,7411,0,7,125,3636,155,1725,375,10140,0,0
Gender,Male,2021-02-04,100854,1902767,42331,939474,58470,961601,7,668,2713,49449,23816,324367,76479,1568536,0,0
Gender,Female,2021-02-04,140658,2888978,62053,1512744,78525,1374220,8,541,3614,66536,40420,564753,99388,2307924,0,0
Gender,Male,2021-02-05,105140,2007907,44365,983839,60727,1022328,6,674,3259,52708,28321,352688,76083,1644619,0,0
Gender,Female,2021-02-05,156582,3045560,66156,1578900,90334,1464554,10,551,4155,70691,55052,619805,100417,2408341,0,0
Gender,Unknown/undifferentiated,2021-02-05,646,12831,142,4905,502,7913,1,8,118,3754,294,2019,361,10501,0,0
Gender,Male,2021-02-06,67186,2075093,32272,1016111,34880,1057208,11,685,1818,54526,12666,365354,54186,1698805,0,0
Gender,Unknown/undifferentiated,2021-02-06,568,13399,241,5146,327,8240,0,8,224,3978,55,2074,487,10988,0,0
Gender,Female,2021-02-06,97135,3142695,45902,1624802,51198,1515752,14,565,2230,72921,23726,643531,72904,2481245,0,0
Gender,Unknown/undifferentiated,2021-02-07,85,13484,18,5164,67,8307,0,8,12,3990,10,2084,48,11036,0,0
Gender,Female,2021-02-07,42182,3184877,27088,1651890,15071,1530823,8,573,1087,74008,10957,654488,30976,2512221,0,0
Gender,Male,2021-02-07,29271,2104364,19161,1035272,10094,1067302,6,691,755,55281,6251,371605,22874,1721679,0,0
Gender,Female,2021-02-08,111785,3296662,54816,1706706,56897,1587720,9,582,2731,76739,40623,695111,70495,2582716,0,0
Gender,Unknown/undifferentiated,2021-02-08,282,13766,98,5262,184,8491,0,8,34,4024,108,2192,164,11200,0,0
Gender,Male,2021-02-08,80586,2184950,39607,1074879,40924,1108226,9,700,2269,57550,24689,396294,55480,1777159,0,0
Gender,Male,2021-02-09,92709,2277659,44579,1119458,48075,1156301,11,711,2409,59959,34243,430537,58061,1835220,0,0
Gender,Unknown/undifferentiated,2021-02-09,237,14003,62,5324,175,8666,0,8,35,4059,92,2284,168,11368,0,0
Gender,Female,2021-02-09,129599,3426261,62182,1768888,67324,1655044,13,595,3082,79821,55573,750684,73327,2656043,0,0
Gender,Male,2021-02-10,108911,2386570,52609,1172067,56213,1212514,8,719,2701,62660,45303,475840,62806,1898026,0,0
Gender,Female,2021-02-10,153184,3579445,71817,1840705,81244,1736288,8,603,3387,83208,72664,823348,79393,2735436,0,0
Gender,Unknown/undifferentiated,2021-02-10,424,14427,107,5431,317,8983,0,8,80,4139,144,2428,279,11647,0,0
Gender,Male,2021-02-11,117549,2504119,58635,1230702,58859,1271373,15,734,2958,65618,49910,525750,66886,1964912,0,0
Gender,Unknown/undifferentiated,2021-02-11,502,14929,160,5591,342,9325,0,8,88,4227,220,2648,265,11912,0,0
Gender,Female,2021-02-11,160988,3740433,78040,1918745,82870,1819158,13,616,3287,86495,77061,900409,82864,2818300,0,0
Gender,Unknown/undifferentiated,2021-02-12,468,15397,114,5705,354,9679,0,8,75,4302,207,2855,258,12170,0,0
Gender,Male,2021-02-12,118628,2622747,52636,1283338,65930,1337303,12,746,2873,68491,50251,576001,67716,2032628,0,0
Gender,Female,2021-02-12,167700,3908133,71466,1990211,96147,1915305,20,636,3586,90081,81327,981736,85369,2903669,0,0
Gender,Female,2021-02-13,102016,4010149,46354,2036565,55627,1970932,7,643,1748,91829,47103,1028839,54406,2958075,0,0
Gender,Unknown/undifferentiated,2021-02-13,348,15745,90,5795,258,9937,0,8,85,4387,95,2950,247,12417,0,0
Gender,Male,2021-02-13,72465,2695212,33289,1316627,39136,1376439,2,748,1386,69877,30924,606925,41211,2073839,0,0
Gender,Female,2021-02-14,57632,4067781,28677,2065242,28938,1999870,5,648,853,92682,26735,1055574,30618,2988693,0,0
Gender,Male,2021-02-14,41950,2737162,20584,1337211,21356,1397795,5,753,716,70593,18789,625714,22993,2096832,0,0
Gender,Unknown/undifferentiated,2021-02-14,130,15875,52,5847,77,10014,0,8,5,4392,88,3038,40,12457,0,0
Gender,Male,2021-02-15,63941,2801103,28323,1365534,35564,1433359,20,773,1263,71856,28296,654010,35270,2132102,0,0
Gender,Female,2021-02-15,85446,4153227,37349,2102591,48034,2047904,19,667,1611,94293,38583,1094157,46388,3035081,0,0
Gender,Unknown/undifferentiated,2021-02-15,220,16095,91,5938,128,10142,1,9,33,4425,100,3138,122,12579,0,0
Gender,Unknown/undifferentiated,2021-02-16,461,16556,203,6141,258,10400,0,9,85,4510,249,3387,201,12780,0,0
Gender,Male,2021-02-16,115065,2916168,53646,1419180,61363,1494722,11,784,2305,74161,53545,707555,61029,2193131,0,0
Gender,Female,2021-02-16,148223,4301450,70649,2173240,77494,2125398,12,679,2865,97158,70546,1164703,76999,3112080,0,0
Gender,Female,2021-02-17,155250,4456700,78107,2251347,77061,2202459,28,707,2868,100026,79697,1244400,74772,3186852,0,0
Gender,Unknown/undifferentiated,2021-02-17,737,17293,390,6531,347,10747,0,9,234,4744,239,3626,487,13267,0,0
Gender,Male,2021-02-17,118330,3034498,57911,1477091,60353,1555075,16,800,2458,76619,60141,767696,57627,2250758,0,0
Gender,Unknown/undifferentiated,2021-02-18,747,18040,402,6933,345,11092,0,9,209,4953,293,3919,415,13682,0,0
Gender,Female,2021-02-18,164898,4621598,86712,2338059,78088,2280547,15,722,3066,103092,86839,1331239,77214,3264066,0,0
Gender,Male,2021-02-18,123772,3158270,63680,1540771,60035,1615110,8,808,2466,79085,64480,832176,58628,2309386,0,0
Gender,Female,2021-02-19,156812,4778410,91287,2429346,65461,2346008,3,725,2689,105781,77848,1409087,78197,3342263,0,0
Gender,Male,2021-02-19,111554,3269824,64605,1605376,46885,1661995,16,824,2295,81380,53869,886045,57249,2366635,0,0
Gender,Unknown/undifferentiated,2021-02-19,761,18801,362,7295,399,11491,0,9,236,5189,281,4200,452,14134,0,0
Gender,Male,2021-02-20,69287,3339111,43864,1649240,25150,1687145,5,829,1424,82804,31709,917754,37071,2403706,0,0
Gender,Unknown/undifferentiated,2021-02-20,213,19014,97,7392,111,11602,0,9,82,5271,55,4255,157,14291,0,0
Gender,Female,2021-02-20,95596,4874006,61347,2490693,33872,2379880,9,734,1773,107554,43863,1452950,50989,3393252,0,0
Gender,Female,2021-02-21,53518,4927524,43474,2534167,10006,2389886,6,740,929,108483,26604,1479554,26502,3419754,0,0
Gender,Unknown/undifferentiated,2021-02-21,109,19123,92,7484,17,11619,0,9,17,5288,12,4267,93,14384,0,0
Gender,Male,2021-02-21,39442,3378553,31521,1680761,7884,1695029,9,838,675,83479,19723,937477,19404,2423110,0,0
Gender,Female,2021-02-22,102699,5030223,69089,2603256,33543,2423429,10,750,1986,110469,52634,1532188,49547,3469301,0,0
Gender,Male,2021-02-22,78503,3457056,51993,1732754,26450,1721479,13,851,1800,85279,39137,976614,38987,2462097,0,0
Gender,Unknown/undifferentiated,2021-02-22,250,19373,150,7634,99,11718,1,10,70,5358,76,4343,175,14559,0,0
Gender,Unknown/undifferentiated,2021-02-23,476,19849,180,7814,296,12014,0,10,137,5495,155,4498,306,14865,0,0
Gender,Male,2021-02-23,109023,3566079,57037,1789791,51932,1773411,12,863,2425,87704,58406,1035020,50145,2512242,0,0
Gender,Female,2021-02-23,140405,5170628,74399,2677655,65931,2489360,10,760,2933,113402,76568,1608756,63114,3532415,0,0
Gender,Unknown/undifferentiated,2021-02-24,554,20403,266,8080,288,12302,0,10,156,5651,172,4670,381,15246,0,0
Gender,Female,2021-02-24,174232,5344860,88531,2766186,85641,2575001,10,770,3343,116745,92191,1700947,81168,3613583,0,0
Gender,Male,2021-02-24,135240,3701319,68042,1857833,67128,1840539,11,874,2758,90462,72200,1107220,62415,2574657,0,0
Gender,Female,2021-02-25,197888,5542748,99691,2865877,98109,2673110,7,777,3678,120423,95400,1796347,101471,3715054,0,0
